conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.82E+18,Mon Jul 29 11:24:01 +0000 2024,0,https://t.co/6lfGZqAMRb IPOL.ID- Masyarakat Transportasi Indonesia (MTI) Pusat meminta Dinas Perhubungan DKI Jakarta melarang warga mengendarai sepeda listrik di jalan umum karena berisiko menimbulkan kecelakaan lalu lintas. #kecelakaan #spedalistrik #dishub #ipol https://t.co/XAxdn6s2uo,1.82E+18,https://pbs.twimg.com/media/GTprk9jbEAAfShI.jpg,,in,Jalan Cirendeu Raya No 32 A RT,0,0,0,https://x.com/ipoldotid/status/1817883778053996751,1.41E+18,ipoldotid
1.82E+18,Fri Jul 26 02:50:41 +0000 2024,1,Ade gua belom ada setahun beli motor tp kecelakaan udh 3x STNK ilang sekali. Apa gua suruh jual aja ya tuh motor ganti sepeda listrik.,1.82E+18,,,in,"Jakarta Selatan, DKI Jakarta",0,1,0,https://x.com/gebokkk/status/1816667426286895484,1.18E+18,gebokkk
1.82E+18,Tue Jul 23 04:36:20 +0000 2024,686,@Free2Independen ...Fenomena Peti Mati Berjalan adalah bocil2 yg main sepeda listrik di jalan raya bahkan jalan protokoler. Dan sudah banyak kasus kecelakaan karena fenomena tsb. Di masa2 mendatang mudah2an ini gak jadi isu sosial yg meledak... (`` ),1.82E+18,,Free2Independen,in,Bukan Penganut Agama Islam,5,19,58,https://x.com/kafiradikalis/status/1815606852417376378,1.24E+18,kafiradikalis
1.81E+18,Sun Jul 21 10:33:34 +0000 2024,0,Total 647 kecelakaan yang melibatkan sepeda listrik sepanjang Januari-Juni 2024. Kecelakaan juga melibatkan anak-anak. https://t.co/Rwy2UL4TIZ #Ekonomi #AdadiKompas,1.81E+18,,,in,"Palmerah Selatan, Jakarta",0,0,0,https://x.com/KompasKlasika/status/1814971975749804279,155456716,KompasKlasika
1.81E+18,Sat Jul 20 06:49:52 +0000 2024,1,@blubrycheesec4 @niwseir @aphroditears__ dia matinya gara-gara kecelakaan naik sepeda listrik kecepatan 20km/jam kah?,1.81E+18,,dipiidi,in,"East Java, Indonesia",0,0,0,https://x.com/my_starryskyy/status/1814553291403243734,1.13E+18,my_starryskyy
1.81E+18,Mon Jul 15 12:42:57 +0000 2024,0,Jangan ditanya kalo ngomong. Sama temen mainnya bisa semua kata makian keluar. Kelakuan? Sebut kelakuan buruk udah gue pernah lihat di depan muka. Bawa sepeda listrik bertiga ugal2an ampe kecelakaan berdarah2 ngeludahin orang gede rebutan makanan ngerokok dst.,1.81E+18,,merlionelle,in,Ravenclaw Tower,0,1,0,https://x.com/merlionelle/status/1812830212134195307,1.21E+18,merlionelle
1.81E+18,Wed Jul 10 14:51:07 +0000 2024,0, waktu itu gajadi beli sepeda listrik soalnya pas ak liat liat penjualnya bilang nah anak smp banyak yg pake ini kalo udah sma malu pdhl gue kuliah jd gue gamau. trs kapan itu keknya ada 2 sepeda listrik yg kecelakaan jadilah ak dibeliin sepeda gowes,1.81E+18,,,in,dnff,0,0,0,https://x.com/luvcius/status/1811050526123188530,1.43E+18,luvcius
1.81E+18,Wed Jul 10 06:20:52 +0000 2024,0,Kami menghimbau kepada masyarakat Merauke untuk tidak menggunakan sepeda listrik di Jalan raya yang bukan tempat peruntukannya terutama Anak Kecil yang dapat meningkatkan resiko dan kefatalan apabila terjadinya Kecelakaan Lalu Lintas. https://t.co/oPZSQsMX7m,1.81E+18,https://pbs.twimg.com/media/GSGwD9caUAIt922.jpg,,in,Indonesia,0,0,0,https://x.com/satlantas_mrk/status/1810922116017180734,1.64E+18,satlantas_mrk
1.81E+18,Thu Jul 04 00:34:19 +0000 2024,0,@Serigala_Blue gaakan di beliin masih kecil jg soalnya disini banyak anak kecil yg kecelakaan gr sepeda listrik mending duitnya buat gua beli motor aja wkwkwkwk,1.81E+18,,Serigala_Blue,in,,0,0,0,https://x.com/ndyraraa/status/1808660578472505718,1.47E+18,ndyraraa
1.81E+18,Tue Jul 02 00:53:23 +0000 2024,1,Dugaanku sih karena ortu &amp; orang di sekitarnya ga pernah ngajarin mereka buat aware kalo di jalan. Mikirnya jalanan itu ya playground mereka. Makanya banyak bocah naik sepeda listrik yg kecelakaan kan karena mereka kurang waspada &amp; ga tau mana yg bahaya.,1.81E+18,,brigittasiw,in,,0,1,0,https://x.com/brigittasiw/status/1807940601209672035,303627559,brigittasiw
1.81E+18,Sat Jun 29 04:05:56 +0000 2024,0,Indo harus tegas kek gini juga. Udah banyak kejadian bocil kecelakaan pas naik sepeda listrik ,1.81E+18,,,in,,0,0,0,https://x.com/risarisaevita/status/1806901891248595126,1.43E+18,risarisaevita
1.80E+18,Fri Jun 21 23:45:03 +0000 2024,0,@NelfiaYunanda Kali ini jangan lu kasih kun kelewatan kalo sampe lu kasih kun. Bukan kapasitasnya si mpok buat gitu aja harus nyicil segala bukan hal primer dan bukan kapasitas anak kecil bawa sepeda listrik di jalan kun dah banyak kasus kecelakaan bocil sepeda listrik yg MD juga,1.80E+18,,NelfiaYunanda,in,beyond imagination,0,0,0,https://x.com/syahvika/status/1804299523734540478,152509957,syahvika
1.80E+18,Sat Jun 15 02:12:28 +0000 2024,62,Bocil2 naik motor/sepeda listrik di jalanan yg banyak truk container lalu lalang. Dan yg kayak ini ada banyak. Sudah banyak kasus kecelakaan tapi masih banyak ortu kasih anaknya begini. Memang learning ability bangsa ini rendah. https://t.co/yDzC0k7CXd,1.80E+18,https://pbs.twimg.com/media/GQFHb0aaQAAwm0w.jpg,,in,http://g.co/maps/vy58y,11,8,60,https://x.com/dewapuci/status/1801799909831753761,38597062,dewapuci
1.80E+18,Wed Jun 12 07:51:45 +0000 2024,0,@kimJeon_Liva Beb kalo ada rejeki beli sepeda biasa aja ya jgn listrik krn potensi kecelakaan tinggi,1.80E+18,,kimJeon_Liva,in,,0,1,0,https://x.com/yoonmeowbit/status/1800798127999660314,132903556,yoonmeowbit
1.80E+18,Fri Jun 07 02:49:20 +0000 2024,0,Lemes bgt oi depan Indomaret Pancasila ibu bonceng 3 sama anaknya pake sepeda listrik kecelakaan sama motor. Pingsan ibunya dua anak kecil nangis liatin ibunya. Gatau ada identitas apa ga.,1.80E+18,,,in,Tebak Lokasi,0,2,0,https://x.com/indahilmiyati/status/1798910081435902356,100468634,indahilmiyati
1.80E+18,Tue Jun 04 01:14:46 +0000 2024,0,Kebijakan Gila Adalah Kebijakan..Demi Bisnis &amp; Cuan. Tanpa Pemikiran Keselamatan Nyawa. Yg Penting Barang nya Ada. Kwalitasnya Cepetan Jadi Besi TUA. Kecelakaan &amp; Kematian Bukan Urusannya. Yg Penting BARANG nya Laku. Fee &amp; Komisi CAIR. Bagaimana Kebijakan Sepeda Listrik? https://t.co/ftIu7FhFMc,1.80E+18,https://pbs.twimg.com/media/GPMQxM5bIAAI5oC.jpg,,in,,0,0,0,https://x.com/YawanMul23956/status/1797799120251547866,1.73E+18,YawanMul23956
1.80E+18,Mon Jun 03 12:09:48 +0000 2024,0,@Heraloebss Aduh jangan deh sepeda listrik aja banyak anak kecil yang make sembarangan sampe terjadi kecelakaan apalagi ini yang jarak tempuhnya keknya bisa lebih jauh,1.80E+18,,Heraloebss,in,,0,0,0,https://x.com/BayiKelinci97/status/1797601576250757263,1.37E+18,BayiKelinci97
1.80E+18,Sat Jun 01 12:03:32 +0000 2024,1,seneng liat makin banyak berita sepeda listrik kecelakaan ini seenggaknya bikin mereka sadar kalo pake sepeda listrik jg punya resiko celaka yg sama kayak sepeda motor/kendaraan lainnya,1.80E+18,,,in,,0,1,0,https://x.com/bijitalisasi/status/1796875222744023252,1.60E+18,bijitalisasi
1.80E+18,Sat Jun 01 10:28:14 +0000 2024,2,@Catatan_ali7 @ahriesonta @DivHumas_Polri @NTMCLantasPolri Dan sudah banyak yg kecelakaan karna sepeda listrik,1.80E+18,,Catatan_ali7,in,,0,0,0,https://x.com/AikoUnyu18806/status/1796851242570076217,1.69E+18,AikoUnyu18806
1.80E+18,Sat Jun 01 07:42:45 +0000 2024,0,Bos @TMCPoldaMetro tolong lah bikin aturan lagi buat sepeda listrik sama motor listrik harus punya sim sama minimal 17 tahun baru bisa bawa bocah dajjal kaga pake helm naek sepeda/motor listrik ngebut kaga ada liat asal bawa kalo mati kecelakaan gpp misal jadi cct nyusain,1.80E+18,,,in,jakarta,0,0,0,https://x.com/16DFS/status/1796809597489123507,514362301,16DFS
1.80E+18,Sat Jun 01 07:00:13 +0000 2024,1,@folkshittmedia Penjarakan orang tua anak anak yg kecelakaan lindungi org yg menabrak. Karena ini murni kebodohan dan kegoblokan orang tua uang sok kaya dan sok hebat kasih anak nya main sepeda listrik. Saya sendiri suka geram lihat anak2 main sepeda listrik ugal-ugalan.Didikan orang bdh,1.80E+18,,folkshittmedia,in,"DKI Jakarta, Indonesia",0,0,0,https://x.com/Bambangtulung/status/1796798893449207820,2950668752,Bambangtulung
1.80E+18,Sat Jun 01 03:57:37 +0000 2024,0,Ketika seorang anak kecil yang tidak terampil mengemudi sepeda listrik dia bisa menjadi penghalang atau bahkan penyebab kecelakaan bagi pengendara lain.,1.80E+18,,,in,central java,0,0,0,https://x.com/irchamine/status/1796752941426037032,194543553,irchamine
1.80E+18,Sat Jun 01 03:44:43 +0000 2024,0,@folkshittmedia Kecelakaan terjadi pas Maghrib. Kan kalo sepeda listrik itu gaada lampunya bjir. Terus jalannya juga nikung sepi gaada lampu. Bapaknya yg bawa spd lstrk ktnya patah di kaki. Gatau salah siapa tapi bukannya SPD listrik gaboleh dibawa ke jalan raya y g si,1.80E+18,,Monitorr123,in,,0,0,0,https://x.com/Monitorr123/status/1796749693239832873,1.65E+18,Monitorr123
1.80E+18,Sat Jun 01 02:43:31 +0000 2024,0,udah banyak korban khusus nya anak anak yang dibawah umur yang kecelakaan karena sepeda listrik lagi lagi karena ini seharusnya dari orang tua nya memberikan pengawasan atau nasehat supaya anak nya tidak memakai dijalan raya atau dijalan yang ramai pengendara.,1.80E+18,,,in,ar's,0,2,0,https://x.com/itsopreety/status/1796734289993941195,1.14E+18,itsopreety
1.80E+18,Fri May 31 17:19:55 +0000 2024,0,Maraknya Kecelakaan Sepeda Listrik Satlantas Tarakan Atur Penggunaan Dibawah Umur! https://t.co/70zjZq3TFz,1.80E+18,,,in,Pemalang,0,0,0,https://x.com/panturarayacom/status/1796592455707763095,1.78E+18,panturarayacom
1.80E+18,Fri May 31 16:00:20 +0000 2024,0,@RomitsuT Aku punya... Pake Dri SMA g ada yg namanya berita Seorang anak mengendarai sepeda listrik kecelakaan... Soalnya emng generasi ku rata rata ortunya Extra hati hati.. kalo mau sepeda Biasa kalo g mau jln kaki... G ada Sepeda listrik atau motor kalo blom bisa pake,1.80E+18,,RomitsuT,in,,0,0,0,https://x.com/putramahardian2/status/1796572427893485989,1.46E+18,putramahardian2
1.80E+18,Fri May 31 14:16:59 +0000 2024,0,@RomitsuT Ortunya tanggung jwb anak masih sd udh dikasih sepeda listrik giliran kecelakaan gini nyalahin orang tolol,1.80E+18,,RomitsuT,in,Indonesia,0,0,0,https://x.com/erdtza/status/1796546422017531988,824694403,erdtza
1.80E+18,Fri May 31 11:15:32 +0000 2024,0,Abis liat berita kecelakaan sepeda listrik yaaa jgn kan bocil emak aja kadang bgtu para pengguna sepeda listrik tuh kadanf menyamakan kendaraannya sama motor biasa ngebut ikut turun ke jalan raya suka nengah kenceng ga tp pelan jg ga kagok klo da gituan d jln,1.80E+18,,,in,,0,0,0,https://x.com/n00neheree/status/1796500756692193479,1.20E+18,n00neheree
1.80E+18,Fri May 31 11:07:09 +0000 2024,0,Yg ngasih sepeda listrik ke anak2 siapa woy pada nggak mikir ap mana keliaran di jalan raya pula. Yg udh berumur pun kadang masih bisa kecelakaan ini masih bocil berkeliaran di jalan raya,1.80E+18,,,in,,0,0,0,https://x.com/Am3l_Ash/status/1796498647703826593,1.68E+18,Am3l_Ash
1.80E+18,Fri May 31 10:27:25 +0000 2024,0,@RomitsuT Astagfirullah. Ini sodaraku sebulan lalu kecelakaan jg kaki patah pas mau jemput anaknya pakek sepeda listrik.,1.80E+18,,RomitsuT,in,ᰔᩚ pa&fa ᰔᩚ,0,0,0,https://x.com/Vicria_2511/status/1796488649607098794,1181418199,Vicria_2511
1.80E+18,Fri May 31 08:48:53 +0000 2024,0,@RomitsuT Kecelakaan sepeda listrik pada anak2 sudah banyak kejadian. Sepeda listrik juga butuh otak dan nalar orang dewasa untuk mengendalikan. Sama bahayanya dengan ngasih motor ke anak-anak. Harap atur dan kendalikan pak @ListyoSigitP,1.80E+18,,RomitsuT,in,,0,0,0,https://x.com/webrincom/status/1796463852785389586,1.12E+18,webrincom
1.80E+18,Fri May 31 07:25:07 +0000 2024,0,@sweetdejunsmile Ngeri banget kmrin liat anak batita tanpa pengawasan ketabrak mobil ini sekarang anak k kecelakaan bawa sepeda listrik ,1.80E+18,,sweetdejunsmile,in,yangsayanghaechan,0,0,0,https://x.com/go25new/status/1796442768765849646,1.64E+18,go25new
1.80E+18,Fri May 31 05:37:35 +0000 2024,0,@RomitsuT Sangat marak skrng orang tua dgn dalih sayang ke anak membelikan sepeda listrik di biarin anak di jalan raya bawa ngebut giliran kecelakaan siapa yg di salahin? . Ya benar orng dewasa baik itu yg bawa motor / mobil pasti di salahin.,1.80E+18,,RomitsuT,in,"palembang , indonesia",0,0,0,https://x.com/aldinovrianw23/status/1796415709939130522,3013944631,aldinovrianw23
1.80E+18,Fri May 31 05:14:27 +0000 2024,0,@RomitsuT iyaa bener saudaraku kecelakaan juga grgr menghindari bocil yang lg pake sepeda listrik di jalan gede. makin meresahkan sih pengguna sepeda listrik masuk jalan utama yang bawanya bocil,1.80E+18,,RomitsuT,in,,0,0,0,https://x.com/ecyaaniw/status/1796409886026428889,1.37E+18,ecyaaniw
1.80E+18,Fri May 31 05:04:38 +0000 2024,0,@RomitsuT Makin marak kecelakaan sepeda listrik yang memakan korban anak anak sering saya kemana mana jumpai anak2 bawa sepeda listrik ngebut sambil balapan dan becanda di jalanan ... Ngeriii yang berwenang dan orang tua juga sama saja tak memikirkan keselamatan jiwa anak anaknya,1.80E+18,,RomitsuT,in,,0,0,0,https://x.com/muhamad_hu41022/status/1796407416562897331,1.78E+18,muhamad_hu41022
1.80E+18,Fri May 31 04:03:42 +0000 2024,0,@RomitsuT Di China orang-orang pada naik motor listrik dan sepeda listrik jarang kecelakaan karena warga yang bawa kendaraan juga saling aware jangan salahin sepedanya gak bersuara karena sepeda listrik ini ttp kesalahan yang ugal-ugalan gak merhatiin jalan,1.80E+18,,RomitsuT,in,,0,0,0,https://x.com/tidakuat/status/1796392080530616406,1.61E+18,tidakuat
1.80E+18,Fri May 31 03:25:55 +0000 2024,1,@RomitsuT Ini lah kenapa harus ada batas usia minimal untuk mengendarai sepeda listrik. Bocil di kasih begituan depan ada jurang juga diterobos.. Sudah hampir berapa kali mau kecelakaan gara gara bocil ngebut dari tikungan sambil bercanda..,1.80E+18,,RomitsuT,in,Jakarta,0,0,0,https://x.com/fredi26207845/status/1796382574539137172,7.06E+17,fredi26207845
1.80E+18,Fri May 31 03:05:43 +0000 2024,0,@RomitsuT Ini kecelakaan bukan karena sepeda listrik tapi mereka bertiga naik sepeda motor. link berita di bawah https://t.co/F6QqfGxlwj,1.80E+18,,RomitsuT,in,"purwosari, Jawa Timur",0,0,0,https://x.com/jazuli_a15/status/1796377492539982315,3391382473,jazuli_a15
1.80E+18,Fri May 31 03:01:44 +0000 2024,4,@RomitsuT @podo_radong1 @firmanuciha84 Kecelakaan krn sepeda listrik tidak dicover bpjs. Bisanya jasa raharja tapi krn anak msh dibawah umur dan tidak punya surat2 berkendara lengkap alhasil harus pakai umum,1.80E+18,,RomitsuT,in,"Kota Surabaya, Jawa Timur",0,0,0,https://x.com/wittakus/status/1796376487920284088,226027515,wittakus
1.80E+18,Fri May 31 02:26:59 +0000 2024,0,@AnnaYellowHeart @RomitsuT Bener banget. Gue juga pernah kecelakaan gegara tuh sepeda listrik. Pdhl itu di ringroad yg dimana wajar aja kalau gue ngebut soalnya gak ada pertigaan/perempatan gitu,1.80E+18,,AnnaYellowHeart,in,,0,0,0,https://x.com/lemonicee123/status/1796367745124315630,1.26E+18,lemonicee123
1.80E+18,Fri May 31 01:20:05 +0000 2024,0,@wleotheslay Rawan bikin kecelakaan dari kecil ampe gede juga itu Motor temenku nylungsep di kebun gegara banting setir pas didepannya ada sepeda listrik belok juga: ),1.80E+18,,wleotheslay,in,,0,1,0,https://x.com/wriozley/status/1796350905593512341,1.32E+18,wriozley
1.80E+18,Thu May 30 22:14:12 +0000 2024,0,@RomitsuT Di daerah saya pinggiran kota orang tua bangga anak2 ke sekolah pada pakai sepeda listrik pada kebut2an... Sudah banyak terjadi kecelakaan juga,1.80E+18,,RomitsuT,in,,0,0,0,https://x.com/Tomitom33333/status/1796304129582883086,1.73E+18,Tomitom33333
1.80E+18,Thu May 30 19:38:46 +0000 2024,1,Sepeda Listrik itu ya kategorinya Sepeda Motor. Sepeda yg sudah ada mesin penggeraknya disebut Sepeda Motor Jadi kalau sudah masuk jalan raya bukan untuk anak-anak yang belum punya SIM. Jalan komplek juga sebenarnya jangan karena risiko kecelakaan tetap besar.,1.80E+18,,,in,,0,0,0,https://x.com/Irkifauzi/status/1796265013289828553,1.64E+18,Irkifauzi
1.80E+18,Thu May 30 16:30:11 +0000 2024,0,@RomitsuT Semoga dgn seringnya terjadi kecelakaan mulai ada aturan undang2 utk pengguna sepeda listrik. Dilingkungan w anak umur 7 taun kebut2an pake sepeda listrik. Orgtuanya bebal bgt ngerasa hebat anaknya bisa kaya gt,1.80E+18,,RomitsuT,in,Bandung-Indonesia,0,0,0,https://x.com/LevyLS/status/1796217551913160913,180684272,LevyLS
1.80E+18,Thu May 30 15:59:22 +0000 2024,0,@DonaldDika Bener banget kadang di jalan raya tuh bocil kematian masih aja bawa sepeda listriknya. Mana kadang ngebut-ngebut di tengah jalan. Makanya gue agak kurang berempati sama bocil yang kecelakaan karena main sepeda listrik gini,1.80E+18,,DonaldDika,in,,0,1,0,https://x.com/mroverzkdlin/status/1796209797861449732,1.15E+18,mroverzkdlin
1.80E+18,Thu May 30 14:59:40 +0000 2024,0,@RomitsuT Tolong agar pemerintah membuat regulasi yg jelas terkait penggunaan sepeda listrik agar meminimalisir kecelakaan anak dibawah umur.! Buat aturan yg jelas terkait penggunaan sepeda listrik!!,1.80E+18,,RomitsuT,in,,0,0,0,https://x.com/Anti_HEX/status/1796194772698226763,1.71E+18,Anti_HEX
1.80E+18,Thu May 30 14:57:32 +0000 2024,0,@RomitsuT Baru banget kemarin kejadian anak tetangga gw kena koma gegara jatuh kecelakaan dari sepeda listrik syukurnya sekarang udah sadar dan ngomong pelan. Itu sampe koma loh kalian ortu TOLOL mikir gasi dikata sepeda listrik itu keren apa buat anak-anak. ORTU KOK TOLOL!,1.80E+18,,RomitsuT,in,"Tebet, Indonesia",0,0,0,https://x.com/mimxlio/status/1796194238675235216,1.77E+18,mimxlio
1.80E+18,Thu May 30 14:38:59 +0000 2024,0,@RomitsuT saya mau tanya sepeda listrik dengan sepeda dayung bedanya apa ? kalau sama sama bisa kecelakaan?,1.80E+18,,RomitsuT,in,Finlandia,0,0,0,https://x.com/MrPotatoes1991/status/1796189570335203829,1.76E+18,MrPotatoes1991
1.80E+18,Thu May 30 14:23:16 +0000 2024,0,@RomitsuT Mampus kata gw sih. Ortu gua hampir kecelakaan gara2 ngindarin 4 bocil tolol naik 1 sepeda listrik ugal2an di jalan raya. Fuck them fuck their parents,1.80E+18,,RomitsuT,in,"Bandung, Jawa Barat",0,0,0,https://x.com/Limingness/status/1796185614972285208,1.29E+18,Limingness
1.80E+18,Thu May 30 14:16:20 +0000 2024,0,@RomitsuT Lg kejadian di anak nya sodara. Sodara gua (pasutri) lg pergi haji dan anak pertama nya (laki2) kelas 3 SD (kalo ga salah) sampe skrg blm sadarkan diri pasca kecelakaan sepeda listrik. Semoga kedepannya bisa jadikan pembelajaran utk semua.,1.80E+18,,RomitsuT,in,,0,0,0,https://x.com/frdira/status/1796183868573163692,322434452,frdira
1.80E+18,Thu May 30 13:39:31 +0000 2024,0,Sepeda listrik juga wajib pake helm. Mengingat akselerasinya instan karena torsi didapatkan saat betot gas sehingga rawan kecelakaan. Apalagi akselerasi motor listrik asli bikin kaget kalo ga terbiasa,1.80E+18,,,in,,0,0,0,https://x.com/valiantmahdi/status/1796174603653398724,45808161,valiantmahdi
1.80E+18,Thu May 30 12:56:16 +0000 2024,35,@RomitsuT https://t.co/LiR1G5DHq4 Info berita tsb bukan Krn sepeda listrik ketiga remaja yang tergeletak itu menjadi korban kecelakaan saat berkendara menggunakan motor metik berplat DD 2956 QD.,1.80E+18,,RomitsuT,in,,0,2,3,https://x.com/jek_uncle/status/1796163721238102342,1.18E+18,jek_uncle
1.80E+18,Thu May 30 12:48:25 +0000 2024,7,@podo_radong1 @RomitsuT @firmanuciha84 Ya maaf om bisa dibilang ortu sekarang banyakan yang goblok dari pemberian smartphone s.d. sepeda listrik. Pada sombong karena bs membelikan anaknya sesuatu. Padahal dampaknya sangat buruk dari kecanduan game mata minus mental rusak dan kecelakaan s.d. mati di jalan,1.80E+18,,podo_radong1,in,,0,0,0,https://x.com/SemarBagong2000/status/1796161745607655933,1.78E+18,SemarBagong2000
1.80E+18,Tue May 28 12:43:50 +0000 2024,0,@tanyarlfes Sumpah iya banget sekarang jalan raya tuh banyak bocah yg naik sepeda listrik mana ngebut2 lg anjir ortunya gimana sih gaada pengawasan bgtt gue khawatirnya angka kecelakaan anak dibawah umur makin parah,1.80E+18,,tanyarlfes,in,,0,0,0,https://x.com/asdfgyoobi/status/1795435815402873142,1.19E+18,asdfgyoobi
1.80E+18,Tue May 28 12:24:50 +0000 2024,0,@tanyarlfes Kecelakaan sepeda listrik kalo ga segera diberi aturan penggunaan akan sangat masif terjadi,1.80E+18,,tanyarlfes,in,,0,0,0,https://x.com/ZawaGreys/status/1795431031539114259,1.52E+18,ZawaGreys
1.80E+18,Tue May 28 12:01:11 +0000 2024,27283, CW / KECELAKAAN Guys kalian hati hati ya kalo punya anak bocah. Adek / anak kalian yg belom punya sim. Takutnya ngebut malah kejadian kaya gini serem bangett mending larang aja dehh jangan dibolehin naek sepeda listrik.. https://t.co/QdY57Wd3yu,1.80E+18,https://pbs.twimg.com/media/GOqhl_cb0AAc_-s.jpg,,in,Indonesia,875,1644,2091,https://x.com/tanyarlfes/status/1795425080211878135,1371650588,tanyarlfes
1.80E+18,Mon May 27 19:34:06 +0000 2024,270,@sbyfess Capek banget banyak pemakluman buat bocil. Bahkan di kasus lain banyak bocil bawa sepeda listrik/skuter listrik yg ugal ugalan trus bikin orang kecelakaan juga yg disalahin motor/mobilnya. Ortu yg ngasih sepeda listrik itu ga dapet hukuman. Ayo dong hukuman jg buat ortu biar adil,1.80E+18,,sbyfess,in,Indonesia,2,3,18,https://x.com/admorae_/status/1795176673958068567,1.52E+18,admorae_
1.80E+18,Mon May 27 11:26:49 +0000 2024,0,bapak gue nyuruh gue beli sepeda listrik tapi ya gue aja motor bisa ngendarain tapi yg bikin takut itu pas BELOK karna keseringan liat kecelakaan jadi parno. segitu motor ada lampu sein apalagi sepeda listrik yg gak ada ya gue semakin gak mau ngendarain,1.80E+18,,,in,,0,0,0,https://x.com/tinkerbell_ap/status/1795054046018940971,1.35E+18,tinkerbell_ap
1.79E+18,Mon May 27 06:26:13 +0000 2024,0,Salah satu kelalaian terbesar orang tua abad ini adalah membebaskan anaknya untuk mengendarai sepeda motor listrik secara bebas di jalan umum. Banyak terjadi kecelakaan karenanya.,1.79E+18,,,in,,0,0,0,https://x.com/Kasri_Riswadi/status/1794978397929828713,1675235556,Kasri_Riswadi
1.79E+18,Thu May 23 15:50:58 +0000 2024,1,@RadioElshinta Sekarang ni sepeda listrik sdh jln ke tmp2 rame anak2 kecil sdh se enak nya lwt di jln utama( rame padat kendaraan).Trjadi kecelakaan baru ortu nyesel ntr.,1.79E+18,,RadioElshinta,in,,0,0,0,https://x.com/BetySyaiful/status/1793670970458488858,1.45E+18,BetySyaiful
1.79E+18,Mon May 20 11:15:32 +0000 2024,0,@kegblgnunfaedh Yaampun akhir akhir ini kok banyak banget ya kecelakaan bis bisa gk ya bisnya ditiadakan dan diganti sepeda listrik.,1.79E+18,,kegblgnunfaedh,in,,0,0,0,https://x.com/AwamPolitikX/status/1792514490090889311,1.71E+18,AwamPolitikX
1.79E+18,Mon May 20 06:57:37 +0000 2024,3,@Outstandjing Loh bukannya solusinya jelas larangan naik angkot? Kan kemarin kecelakaan study tour solusinya larangan study tour? Next -diskon sepeda atau motor listrik ,1.79E+18,,Outstandjing,in,,0,1,1,https://x.com/kipasanxyz/status/1792449581802004549,1.40E+18,kipasanxyz
1.79E+18,Tue May 14 09:48:24 +0000 2024,0,@ezash serem bocil2 yg pake dijalan rame kendaraan. Pernah liat ada bocil2 yg drag race pake sepeda listrik dijalan gimn klo kecelakaan coba.,1.79E+18,,ezash,in,77 light years,0,0,0,https://x.com/novablyze/status/1790318235356901848,15285763,novablyze
1.79E+18,Wed May 08 12:17:30 +0000 2024,5,FB (13) bocah penjual snack tewas dalam kecelakaan di Jalan Putri Daranante Pontianak Kalimantan Barat Minggu (5/5/2024) sekitar pukul 22.15 WIB. FB dan MR meninggal ketika sepeda motor yang dikendarai hilang kendali hingga menabrak tiang listrik. Penulis Naskah: Reza https://t.co/c7zMh2jqyu,1.79E+18,https://pbs.twimg.com/ext_tw_video_thumb/1788181192673796096/pu/img/ojBY-Om8H_qPSzdO.jpg,,in,Jakarta,1,0,3,https://x.com/kompascom/status/1788181432197853248,23343960,kompascom
1.79E+18,Tue May 07 02:57:32 +0000 2024,0,Haii Sobat Ditlantas mimin share Aturan Penggunaan Sepeda Listrik ya biar paham dan lebih hati-hati lagi STOP PELANGGARAN STOP KECELAKAAN KESELAMATAN UNTUK KEMANUSIAAN https://t.co/QvPfTW5y6O,1.79E+18,,,in,"Gorontalo, Indonesia",0,0,0,https://x.com/ditlantas_gtlo/status/1787678120549744681,1.43E+18,ditlantas_gtlo
1.79E+18,Sun May 05 16:15:39 +0000 2024,0,@SeputarTetangga Ini motor listrik atau sepeda listrik? Kalau motor listrik berarti kenceng dong (kecuali Hon*a EM1e). Kalau sepeda listrik yg beredar di masyarakat mah gak begitu kenceng tapi untuk bikin kecelakaan ya lumayan lah (anak tetangga nabrak tong sampah sampe ringsek).,1.79E+18,,SeputarTetangga,in,"Bogor, Jawa Barat",0,0,0,https://x.com/RH_B21/status/1787154200708997300,161767278,RH_B21
1.79E+18,Sat May 04 09:42:53 +0000 2024,8,@TaryokoL @SeputarTetangga Ga semua anak lingkungannya sama kyk lingkungan di sekitar anda jadi klo bisa anak cukup di kasi sepeda biasa aja toh di kira kita dlu pengendara waktu bocil pke sepeda listrik buat terbiasa? Kalo udh bahay dan amit sampe kecelakaan di jalan yg nyesel ntar ortunya,1.79E+18,,TaryokoL,in,,0,1,0,https://x.com/404FoundNott/status/1786692968709325012,1.45E+18,404FoundNott
1.79E+18,Sat May 04 08:27:24 +0000 2024,26,Bocil kematian bawa skuter/sepeda listrik ini emang menace to society. Ortunya ngasih2 aja krn mikirnya kayak sepeda padahal kecepatan mayan tinggi + otak bocil = kecelakaan yg tinggal nunggu kejadian.,1.79E+18,,,in,Bandung,1,4,16,https://x.com/ribonk/status/1786673970802212904,94822365,ribonk
